Subject,Call Type,Calling Number,Called Number,Call Date,Call Time,Duration,First Cell ID,Last Cell ID,IMEI,IMSI,Roaming Center
919810000001,Outgoing,919810000001,919711100012,2026-06-21,10:33:47,763,404-45-1201-30501,404-45-1201-30501,358479093009995,404450100030011,"Connaught Place, New Delhi"
919810000001,Incoming,919711100012,919810000001,2026-06-19,17:08:44,644,404-45-1201-30502,404-45-1201-30502,352421503001119,404450100030011,"Karol Bagh, New Delhi"
919810000001,Outgoing,919810000001,919800011122,2026-06-05,14:25:25,314,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
919810000001,Incoming,919830000003,919810000001,2026-06-07,23:31:22,252,404-45-1201-30502,404-45-1201-30502,352421503001119,404450100030011,"Karol Bagh, New Delhi"
919810000001,Outgoing,919810000001,919800011122,2026-06-05,14:42:14,200,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
919810000001,SMS-MO,919810000001,919711100013,2026-06-24,19:29:25,0,404-45-1201-30501,404-45-1201-30501,358479093009995,404450100030011,"Connaught Place, New Delhi"
919810000001,Outgoing,919810000001,919830000003,2026-06-13,15:56:08,479,404-45-1201-30502,404-45-1201-30502,352421503001119,404450100030011,"Karol Bagh, New Delhi"
919810000001,Outgoing,919810000001,919711100011,2026-06-14,09:15:05,464,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
919810000001,Incoming,919711100011,919810000001,2026-06-21,21:18:45,337,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
919810000001,SMS-MO,919810000001,919800011122,2026-06-09,22:44:42,0,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
919810000001,Outgoing,919810000001,919711100011,2026-06-24,15:30:53,370,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
919810000001,Outgoing,919810000001,919711100012,2026-06-17,22:56:21,327,404-45-1201-30501,404-45-1201-30501,352421503001119,404450100030011,"Connaught Place, New Delhi"
