Subject,Call Type,Calling Number,Called Number,Call Date,Call Time,Duration,First Cell ID,Last Cell ID,IMEI,IMSI,Roaming Center
919834567890,Incoming,919955667788,919834567890,2026-06-16,23:41:28,199,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919812345678,Incoming,919800011122,919812345678,2026-06-04,16:27:10,368,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919823456789,SMS-MO,919823456789,919800011122,2026-06-16,21:16:48,0,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Incoming,919800011122,919812345678,2026-06-19,19:23:14,458,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919834567890,Incoming,919800011122,919834567890,2026-06-19,13:27:07,290,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919834567890,SMS-MO,919834567890,919800011122,2026-06-19,16:30:30,0,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919823456789,Outgoing,919823456789,919944556677,2026-06-04,13:20:07,256,405-840-2210-40915,405-840-2210-40915,358479097784304,404450100004477,"Sector 18, Noida"
919823456789,Outgoing,919823456789,919922334455,2026-06-08,21:36:39,481,404-45-1207-11290,404-45-1207-11290,358479097784304,404450100004477,"Dwarka, New Delhi"
919966778899,SMS-MO,919966778899,919944556677,2026-06-18,19:20:40,0,404-45-1204-10877,404-45-1204-10877,013267009001421,404010300006654,"Saket, New Delhi"
919845678901,Incoming,919911223344,919845678901,2026-06-04,09:34:13,596,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919845678901,SMS-MT,919933445566,919845678901,2026-06-05,14:55:10,0,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919845678901,Outgoing,919845678901,919944556677,2026-06-08,14:01:42,834,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919823456789,Incoming,919812345678,919823456789,2026-06-13,07:19:18,328,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919823456789,Incoming,919944556677,919823456789,2026-06-05,07:57:48,269,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Outgoing,919812345678,919800011122,2026-06-08,14:08:47,301,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919823456789,Incoming,918800112233,919823456789,2026-06-09,20:16:53,408,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919823456789,Incoming,919944556677,919823456789,2026-06-20,10:50:36,328,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919812345678,Outgoing,919812345678,919834567890,2026-06-10,14:03:15,391,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919834567890,Outgoing,919834567890,919800011122,2026-06-10,16:44:55,257,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919834567890,SMS-MT,919911223344,919834567890,2026-06-07,13:16:42,0,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919845678901,Incoming,918800112233,919845678901,2026-06-02,09:40:27,277,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919823456789,Outgoing,919823456789,919944556677,2026-06-16,09:29:26,270,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919845678901,Incoming,919944556677,919845678901,2026-06-15,17:59:48,327,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919812345678,Incoming,919823456789,919812345678,2026-06-05,14:47:35,291,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919834567890,Outgoing,919834567890,919800011122,2026-06-12,22:40:28,550,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919812345678,Outgoing,919812345678,919800011122,2026-06-07,15:44:59,383,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919823456789,Outgoing,919823456789,918800112233,2026-06-11,12:31:13,526,405-840-2210-40915,405-840-2210-40915,358479097784304,404450100004477,"Sector 18, Noida"
919823456789,Outgoing,919823456789,918800112233,2026-06-12,22:35:33,615,404-45-1207-11290,404-45-1207-11290,358479097784304,404450100004477,"Dwarka, New Delhi"
919812345678,Incoming,919800011122,919812345678,2026-06-03,08:42:14,741,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919823456789,Outgoing,919823456789,919800011122,2026-06-07,15:02:45,610,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919966778899,Outgoing,919966778899,919911223344,2026-06-05,14:33:26,461,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919845678901,SMS-MO,919845678901,919800011122,2026-06-01,12:47:59,0,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919845678901,SMS-MT,919800011122,919845678901,2026-06-04,11:16:07,0,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919966778899,Outgoing,919966778899,919911223344,2026-06-01,11:26:55,487,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919845678901,Incoming,919944556677,919845678901,2026-06-03,11:34:02,134,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919834567890,Outgoing,919834567890,919933445566,2026-06-09,23:38:18,515,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919845678901,Outgoing,919845678901,919933445566,2026-06-12,17:27:38,464,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919823456789,Incoming,918800112233,919823456789,2026-06-06,23:41:17,465,405-840-2210-40915,405-840-2210-40915,358479097784304,404450100004477,"Sector 18, Noida"
919812345678,SMS-MO,919812345678,919800011122,2026-06-10,23:38:12,0,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919812345678,Incoming,919933445566,919812345678,2026-06-15,10:03:41,97,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919966778899,SMS-MO,919966778899,919933445566,2026-06-19,22:55:09,0,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919823456789,Incoming,919944556677,919823456789,2026-06-11,21:28:28,641,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919834567890,Outgoing,919834567890,919922334455,2026-06-06,16:00:45,389,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919823456789,SMS-MO,919823456789,918800112233,2026-06-08,16:14:51,0,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919823456789,Incoming,919944556677,919823456789,2026-06-07,09:26:26,743,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Outgoing,919812345678,919834567890,2026-06-20,20:13:59,560,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919812345678,Incoming,919933445566,919812345678,2026-06-17,07:38:20,572,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919845678901,SMS-MO,919845678901,919933445566,2026-06-07,14:42:06,0,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919845678901,Incoming,919911223344,919845678901,2026-06-08,08:39:05,603,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919966778899,SMS-MT,918800112233,919966778899,2026-06-03,20:06:48,0,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919812345678,SMS-MT,919823456789,919812345678,2026-06-18,14:43:20,0,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919812345678,Incoming,919933445566,919812345678,2026-06-02,10:09:40,793,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919845678901,SMS-MO,919845678901,919922334455,2026-06-10,23:00:42,0,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919823456789,Incoming,918800112233,919823456789,2026-06-17,20:53:58,756,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Incoming,919933445566,919812345678,2026-06-05,13:48:21,304,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919845678901,SMS-MO,919845678901,919933445566,2026-06-08,15:10:50,0,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919812345678,Incoming,919800011122,919812345678,2026-06-11,08:03:37,785,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919812345678,Outgoing,919812345678,919922334455,2026-06-12,15:51:02,387,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919823456789,Incoming,918800112233,919823456789,2026-06-15,11:39:34,880,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919966778899,Outgoing,919966778899,919944556677,2026-06-13,19:42:50,504,404-45-1204-10877,404-45-1204-10877,013267009001421,404010300006654,"Saket, New Delhi"
919812345678,SMS-MO,919812345678,919911223344,2026-06-11,19:17:04,0,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919823456789,Incoming,919911223344,919823456789,2026-06-10,19:54:57,380,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Incoming,919933445566,919812345678,2026-06-13,19:38:29,85,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919834567890,Incoming,919944556677,919834567890,2026-06-10,20:19:36,473,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919966778899,Outgoing,919966778899,919933445566,2026-06-17,15:52:00,826,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919823456789,Outgoing,919823456789,919800011122,2026-06-12,09:32:41,458,404-45-1207-11290,404-45-1207-11290,358479097784304,404450100004477,"Dwarka, New Delhi"
919823456789,Outgoing,919823456789,919922334455,2026-06-02,18:14:41,572,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Outgoing,919812345678,919834567890,2026-06-04,08:25:46,689,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919823456789,Incoming,918800112233,919823456789,2026-06-14,19:57:49,231,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Outgoing,919812345678,919800011122,2026-06-03,11:08:42,517,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919823456789,Incoming,919812345678,919823456789,2026-06-14,22:01:24,299,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919812345678,Outgoing,919812345678,919922334455,2026-06-08,14:00:04,587,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919834567890,Incoming,919955667788,919834567890,2026-06-08,10:29:07,115,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919966778899,Outgoing,919966778899,919955667788,2026-06-20,19:39:43,100,404-45-1204-10877,404-45-1204-10877,013267009001421,404010300006654,"Saket, New Delhi"
919812345678,Outgoing,919812345678,919800011122,2026-06-11,09:32:15,52,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919834567890,Incoming,919922334455,919834567890,2026-06-02,11:09:51,610,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919812345678,SMS-MO,919812345678,919834567890,2026-06-02,12:24:00,0,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919823456789,Incoming,919812345678,919823456789,2026-06-18,13:23:27,845,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919966778899,Outgoing,919966778899,919944556677,2026-06-18,19:29:59,585,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919834567890,SMS-MT,919812345678,919834567890,2026-06-17,11:55:04,0,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919812345678,Outgoing,919812345678,919834567890,2026-06-03,16:53:40,407,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919823456789,Incoming,919955667788,919823456789,2026-06-19,15:20:54,865,405-840-2210-40915,405-840-2210-40915,358479097784304,404450100004477,"Sector 18, Noida"
919823456789,Incoming,919911223344,919823456789,2026-06-18,14:44:30,520,404-45-1207-11290,404-45-1207-11290,358479097784304,404450100004477,"Dwarka, New Delhi"
919823456789,Incoming,919922334455,919823456789,2026-06-07,07:39:09,273,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919834567890,SMS-MT,919955667788,919834567890,2026-06-04,20:38:38,0,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919823456789,Outgoing,919823456789,919922334455,2026-06-17,21:03:35,843,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,Incoming,919922334455,919812345678,2026-06-03,20:02:01,578,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919812345678,SMS-MT,919800011122,919812345678,2026-06-08,12:26:31,0,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919834567890,SMS-MT,919812345678,919834567890,2026-06-08,21:35:09,0,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919823456789,Outgoing,919823456789,919933445566,2026-06-13,17:13:29,286,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919834567890,Outgoing,919834567890,919933445566,2026-06-18,16:44:08,75,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919966778899,Incoming,918800112233,919966778899,2026-06-10,07:02:20,730,404-45-1204-10877,404-45-1204-10877,013267009001421,404010300006654,"Saket, New Delhi"
919834567890,SMS-MT,919955667788,919834567890,2026-06-14,22:05:30,0,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919823456789,Outgoing,919823456789,919955667788,2026-06-04,12:19:06,641,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919812345678,SMS-MT,919823456789,919812345678,2026-06-15,16:27:44,0,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919834567890,Outgoing,919834567890,918800112233,2026-06-13,23:52:00,811,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919845678901,Outgoing,919845678901,919955667788,2026-06-03,14:23:18,377,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919966778899,SMS-MO,919966778899,918800112233,2026-06-02,09:15:40,0,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919845678901,Outgoing,919845678901,919911223344,2026-06-07,17:13:43,639,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919812345678,Incoming,919955667788,919812345678,2026-06-05,22:15:50,572,404-45-1204-10877,404-45-1204-10877,352421501047718,404450100004477,"Saket, New Delhi"
919812345678,SMS-MO,919812345678,918800112233,2026-06-15,10:15:14,0,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919834567890,Incoming,919800011122,919834567890,2026-06-18,08:29:05,430,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919823456789,Outgoing,919823456789,919933445566,2026-06-09,07:33:12,630,405-840-2210-40915,405-840-2210-40915,358479097784304,404450100004477,"Sector 18, Noida"
919845678901,Outgoing,919845678901,919800011122,2026-06-05,15:10:47,361,404-45-1305-20733,404-45-1305-20733,352421501047718,405840200003391,"Cyber City, Gurgaon"
919823456789,Outgoing,919823456789,919922334455,2026-06-11,09:08:09,363,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919834567890,SMS-MT,919944556677,919834567890,2026-06-05,09:03:10,0,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919823456789,Incoming,919922334455,919823456789,2026-06-04,16:32:19,699,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919834567890,Outgoing,919834567890,919800011122,2026-06-09,22:07:52,72,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919823456789,Incoming,919944556677,919823456789,2026-06-16,14:17:28,553,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
919823456789,Incoming,919944556677,919823456789,2026-06-19,13:29:44,137,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919834567890,Outgoing,919834567890,919922334455,2026-06-03,12:00:26,585,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919812345678,SMS-MT,919800011122,919812345678,2026-06-01,10:43:56,0,404-45-1201-10502,404-45-1201-10502,352421501047718,404450100004477,"Karol Bagh, New Delhi"
919845678901,Outgoing,919845678901,919944556677,2026-06-03,12:04:38,540,404-45-1201-10501,404-45-1201-10501,352421501047718,405840200003391,"Connaught Place, New Delhi"
919966778899,Outgoing,919966778899,918800112233,2026-06-09,17:39:44,820,404-45-1204-10877,404-45-1204-10877,013267009001421,404010300006654,"Saket, New Delhi"
919823456789,Incoming,919944556677,919823456789,2026-06-15,23:35:38,840,404-45-1305-20733,404-45-1305-20733,353260052200154,404450100008812,"Cyber City, Gurgaon"
919834567890,Outgoing,919834567890,919911223344,2026-06-19,07:48:43,710,404-45-1202-10640,404-45-1202-10640,868001025562108,405840200007725,"Rohini, New Delhi"
919812345678,Outgoing,919812345678,919922334455,2026-06-01,13:45:41,636,404-45-1201-10501,404-45-1201-10501,352421501047718,404450100004477,"Connaught Place, New Delhi"
919966778899,SMS-MT,919922334455,919966778899,2026-06-05,14:29:40,0,404-45-1202-10640,404-45-1202-10640,013267009001421,404010300006654,"Rohini, New Delhi"
919834567890,Incoming,919955667788,919834567890,2026-06-10,19:17:32,499,405-840-2210-40915,405-840-2210-40915,868001025562108,405840200007725,"Sector 18, Noida"
919823456789,Incoming,919812345678,919823456789,2026-06-18,11:12:26,322,404-45-1207-11290,404-45-1207-11290,353260052200154,404450100008812,"Dwarka, New Delhi"
