Subject,Call Type,Calling Number,Called Number,Call Date,Call Time,Duration,First Cell ID,Last Cell ID,IMEI,IMSI,Roaming Center
919830000003,Incoming,919820000002,919830000003,2026-06-16,08:58:59,313,405-840-2210-30915,405-840-2210-30915,868001023003337,404010300030033,"Sector 18, Noida"
919830000003,Outgoing,919830000003,919733300032,2026-06-14,16:54:52,476,404-45-1202-30640,404-45-1202-30640,868001023003337,404010300030033,"Rohini, New Delhi"
919830000003,Incoming,919733300032,919830000003,2026-06-02,11:59:25,701,405-840-2210-30915,405-840-2210-30915,013267003004447,404450100039999,"Sector 18, Noida"
919830000003,Outgoing,919830000003,919800011122,2026-06-11,16:19:16,444,405-840-2210-30915,405-840-2210-30915,868001023003337,404010300030033,"Sector 18, Noida"
919830000003,Incoming,919733300033,919830000003,2026-06-07,14:05:11,580,404-45-1202-30640,404-45-1202-30640,868001023003337,404010300030033,"Rohini, New Delhi"
919830000003,Incoming,919733300031,919830000003,2026-06-10,11:26:22,435,404-45-1202-30640,404-45-1202-30640,868001023003337,404010300030033,"Rohini, New Delhi"
919830000003,Outgoing,919830000003,919800011122,2026-06-01,17:48:21,359,404-45-1202-30640,404-45-1202-30640,868001023003337,404010300030033,"Rohini, New Delhi"
919830000003,Outgoing,919830000003,919733300032,2026-06-10,21:17:20,570,404-45-1210-30777,404-45-1210-30777,868001023003337,404010300030033,"Nehru Place, New Delhi"
919830000003,Outgoing,919830000003,919733300033,2026-06-16,13:23:34,742,404-45-1210-30777,404-45-1210-30777,358479093009995,404450100039999,"Nehru Place, New Delhi"
919830000003,Outgoing,919830000003,919733300031,2026-06-22,10:52:46,554,405-840-2210-30915,405-840-2210-30915,868001023003337,404010300030033,"Sector 18, Noida"
919830000003,Outgoing,919830000003,919733300031,2026-06-16,19:01:10,529,404-45-1210-30777,404-45-1210-30777,868001023003337,404010300030033,"Nehru Place, New Delhi"
919830000003,SMS-MO,919830000003,919810000001,2026-06-15,09:35:49,0,404-45-1210-30777,404-45-1210-30777,868001023003337,404010300030033,"Nehru Place, New Delhi"
919830000003,SMS-MT,919800011122,919830000003,2026-06-15,12:06:00,0,404-45-1210-30777,404-45-1210-30777,358479093009995,404450100039999,"Nehru Place, New Delhi"
919830000003,Incoming,919733300031,919830000003,2026-06-18,14:28:58,529,405-840-2210-30915,405-840-2210-30915,868001023003337,404010300030033,"Sector 18, Noida"
